,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,clarity_n,color_n,z
10377,10378,1.09,Ideal,J,VS2,43.0,54.0,4778,6.53,6.55,3,6,2.8122
10378,10379,0.9,Good,F,VS2,62.8,58.0,4778,6.04,6.09,3,2,3.80882
10379,10380,1.13,Ideal,F,SI2,62.3,57.0,4778,6.67,6.61,1,2,4.13672
10380,10381,0.29,Fair,D,VS2,64.7,62.0,592,4.14,4.11,3,0,2.668875
10381,10382,0.32,Good,F,SI1,63.8,59.0,593,4.33,4.29,2,2,2.7497800000000003
10382,10383,0.41,Very Good,H,SI2,61.5,59.0,593,4.8,4.82,1,4,2.9581500000000003
10383,10384,0.37,Very Good,E,SI1,61.4,60.0,593,4.6,4.62,2,1,2.8305399999999996
10384,10385,0.36,Very Good,E,SI1,63.5,58.0,593,4.46,4.49,2,1,2.8416249999999996
10385,10386,0.38,Ideal,I,SI1,61.9,54.0,593,4.64,4.67,2,5,2.8814449999999994
10386,10387,0.38,Ideal,I,SI1,61.8,54.0,593,4.66,4.7,2,5,2.8922399999999997
10387,10388,0.3,Fair,F,VS1,61.7,66.0,593,4.25,4.31,4,2,2.6407599999999998
10388,10389,0.31,Ideal,G,SI1,62.2,55.0,593,4.38,4.36,2,3,2.71814
10389,10390,0.31,Premium,G,SI1,58.8,62.0,593,4.42,4.39,2,3,2.5901399999999994
10390,10391,0.31,Premium,G,SI1,61.4,58.0,593,4.35,4.31,2,3,2.65862
10391,10392,0.31,Premium,G,SI1,61.8,60.0,593,4.35,4.32,2,3,2.67903
10392,10393,0.31,Ideal,G,SI1,62.8,55.0,593,4.38,4.32,2,3,2.7318
10393,10394,0.31,Premium,G,SI1,62.1,58.0,593,4.36,4.33,2,3,2.6982450000000004
10394,10395,0.31,Premium,G,SI1,61.9,56.0,593,4.38,4.34,2,3,2.6988399999999997
10395,10396,0.31,Ideal,G,SI1,62.2,55.0,593,4.36,4.35,2,3,2.70881
10396,10397,0.31,Very Good,G,SI1,63.1,59.0,593,4.33,4.29,2,3,2.7196100000000003
10397,10398,0.31,Premium,G,SI1,62.6,58.0,593,4.34,4.29,2,3,2.7011899999999995
10398,10399,0.31,Premium,G,SI1,63.0,58.0,593,4.34,4.3,2,3,2.7216
10399,10400,0.31,Very Good,G,SI1,63.2,54.0,593,4.33,4.31,2,3,2.7302400000000002
10400,10401,0.31,Premium,G,SI1,62.4,55.0,593,4.34,4.31,2,3,2.6987999999999994
10401,10402,0.31,Very Good,G,SI1,63.2,57.0,593,4.3,4.27,2,3,2.70812
10402,10403,0.31,Premium,D,SI2,61.8,60.0,593,4.37,4.33,1,0,2.6883
10403,10404,0.31,Premium,D,SI2,60.1,58.0,593,4.4,4.38,1,0,2.6383900000000002
10404,10405,0.31,Good,D,SI2,63.7,58.0,593,4.3,4.27,1,0,2.7295450000000003
10405,10406,0.31,Premium,D,SI2,61.5,60.0,593,4.34,4.31,1,0,2.6598749999999995
10406,10407,0.31,Good,G,SI1,63.6,57.0,593,4.33,4.29,2,3,2.7411600000000003
10407,10408,0.31,Ideal,G,SI1,63.0,56.0,593,4.34,4.3,2,3,2.7216
10408,10409,0.31,Premium,G,SI1,61.5,59.0,593,4.38,4.34,2,3,2.6813999999999996
10409,10410,0.31,Premium,G,SI1,61.7,55.0,593,4.38,4.37,2,3,2.699375
10410,10411,1.06,Ideal,G,SI2,62.2,56.0,4778,6.55,6.48,1,3,4.05233
10411,10412,1.27,Ideal,J,SI2,62.6,57.0,4779,6.88,6.85,1,6,4.29749
10412,10413,1.01,Premium,H,VS1,61.9,57.0,4779,6.43,6.39,4,4,3.96779
10413,10414,1.01,Ideal,H,VS1,61.5,56.0,4779,6.48,6.43,4,4,3.969825
10414,10415,0.9,Very Good,G,VS1,62.7,56.0,4780,6.1,6.14,4,3,3.8372399999999995
10415,10416,0.99,Very Good,E,SI2,61.8,59.0,4780,6.3,6.33,1,1,3.9026699999999996
10416,10417,1.0,Very Good,E,SI2,62.9,60.0,4781,6.3,6.35,1,1,3.9784249999999997
10417,10418,0.8,Ideal,D,VS2,61.3,56.0,4781,5.97,6.0,3,0,3.6688049999999994
10418,10419,1.01,Good,G,SI1,63.3,59.0,4781,6.24,6.31,2,3,3.9720750000000002
10419,10420,1.03,Ideal,I,SI1,61.1,55.0,4782,6.53,6.57,2,5,4.0020500000000006
10420,10421,1.03,Ideal,I,SI1,62.2,54.0,4782,6.46,6.5,2,5,4.03056
10421,10422,1.22,Good,H,SI2,61.5,64.0,4782,6.93,6.87,1,4,4.2435
10422,10423,0.9,Ideal,H,VVS1,61.9,57.0,4783,6.19,6.24,6,4,3.847085
10423,10424,1.01,Ideal,G,SI2,61.5,57.0,4783,6.43,6.45,1,3,3.9605999999999995
10424,10425,1.24,Ideal,J,SI2,60.1,57.0,4783,7.02,6.98,1,6,4.207
10425,10426,1.09,Good,H,SI1,63.2,57.0,4784,6.54,6.57,2,4,4.14276
10426,10427,1.09,Ideal,H,SI1,62.2,56.0,4784,6.56,6.59,2,4,4.08965
10427,10428,1.09,Ideal,H,SI1,62.4,55.0,4784,6.59,6.68,2,4,4.1402399999999995
10428,10429,1.09,Ideal,H,SI1,61.9,56.0,4784,6.61,6.64,2,4,4.100875
10429,10430,1.09,Very Good,H,SI1,61.8,58.0,4784,6.58,6.63,2,4,4.0818900000000005
10430,10431,1.14,Very Good,I,VS2,62.5,59.0,4785,6.63,6.66,3,5,4.153124999999999
10431,10432,1.06,Very Good,H,SI1,62.8,58.0,4785,6.47,6.49,2,4,4.06944
10432,10433,1.06,Premium,H,SI1,61.6,59.0,4785,6.54,6.55,2,4,4.03172
10433,10434,1.01,Ideal,D,SI2,62.6,56.0,4785,6.34,6.4,1,0,3.98762
10434,10435,1.16,Very Good,H,SI2,61.8,58.0,4785,6.75,6.81,1,4,4.19004
10435,10436,1.16,Very Good,I,SI1,62.7,57.0,4785,6.67,6.76,2,5,4.210305
10436,10437,1.2,Very Good,I,SI1,61.7,56.0,4785,6.82,6.76,2,5,4.18943
10437,10438,1.01,Premium,G,SI1,61.0,59.0,4785,6.45,6.51,2,3,3.9528000000000003
10438,10439,0.91,Very Good,F,SI1,62.3,58.0,4785,6.14,6.19,2,2,3.840795
10439,10440,1.0,Good,D,SI1,65.1,54.0,4786,6.23,6.27,2,0,4.06875
10440,10441,1.09,Premium,I,VS1,62.3,54.0,4786,6.65,6.61,4,5,4.130490000000001
10441,10442,1.01,Ideal,E,SI2,61.1,59.0,4787,6.53,6.47,1,1,3.9715
10442,10443,1.0,Premium,H,SI1,61.3,60.0,4788,6.38,6.35,2,4,3.901745
10443,10444,1.0,Premium,H,SI1,59.4,58.0,4788,6.51,6.46,2,4,3.8520899999999996
10444,10445,1.0,Good,H,SI1,57.5,62.0,4788,6.51,6.47,2,4,3.73175
10445,10446,1.01,Ideal,E,SI2,62.2,56.0,4788,6.42,6.45,1,1,4.00257
10446,10447,1.01,Very Good,G,SI1,59.9,56.0,4788,6.45,6.6,2,3,3.908475
10447,10448,1.0,Premium,H,SI1,62.3,60.0,4788,6.38,6.34,2,4,3.96228
10448,10449,1.0,Good,H,SI1,63.7,60.0,4788,6.33,6.3,2,4,4.022654999999999
10449,10450,1.14,Premium,I,SI1,62.2,58.0,4788,6.7,6.67,2,5,4.15807
10450,10451,1.14,Premium,I,SI1,59.1,58.0,4788,6.83,6.81,2,5,4.03062
10451,10452,1.14,Ideal,H,SI2,62.6,57.0,4788,6.72,6.63,1,4,4.1785499999999995
10452,10453,1.14,Premium,I,SI1,60.1,60.0,4788,6.81,6.76,2,5,4.0777849999999995
10453,10454,1.0,Premium,H,SI1,62.1,56.0,4788,6.48,6.38,2,4,3.9930299999999996
10454,10455,1.0,Premium,H,SI1,61.5,58.0,4788,6.45,6.37,2,4,3.94215
10455,10456,1.0,Ideal,H,SI1,60.3,56.0,4788,6.54,6.52,2,4,3.9375899999999997
10456,10457,1.14,Very Good,I,SI1,63.5,56.0,4788,6.62,6.58,2,5,4.191
10457,10458,1.0,Premium,H,SI1,62.7,59.0,4788,6.37,6.3,2,4,3.972045
10458,10459,0.9,Ideal,E,VS2,62.3,57.0,4788,6.19,6.17,3,1,3.8501399999999997
10459,10460,1.14,Premium,H,SI2,60.6,59.0,4788,6.8,6.77,1,4,4.1117099999999995
10460,10461,1.14,Ideal,H,SI1,60.3,57.0,4789,6.79,6.85,2,4,4.1124600000000004
10461,10462,1.24,Very Good,J,SI2,62.8,58.0,4789,6.77,6.83,1,6,4.2703999999999995
10462,10463,1.08,Very Good,I,VS1,62.5,57.0,4790,6.51,6.54,4,5,4.078125
10463,10464,1.01,Premium,E,SI2,60.4,60.0,4790,6.46,6.49,1,1,3.9109
10464,10465,1.08,Fair,E,SI1,53.8,63.0,4790,6.99,6.81,2,1,3.7121999999999997
10465,10466,0.94,Good,D,SI1,63.6,56.0,4790,6.25,6.2,2,0,3.9591
10466,10467,1.1,Very Good,E,SI1,61.3,58.0,4791,6.64,6.71,2,1,4.091775
10467,10468,1.21,Very Good,I,SI2,62.1,59.0,4791,6.8,6.86,1,5,4.24143
10468,10469,1.21,Very Good,I,SI2,59.9,58.0,4791,6.91,6.94,1,5,4.148075
10469,10470,1.04,Very Good,H,SI1,62.2,57.0,4791,6.42,6.48,2,4,4.0119
10470,10471,1.24,Premium,I,SI1,62.4,59.0,4791,6.89,6.87,2,5,4.29312
10471,10472,1.01,Fair,F,VS2,64.8,56.0,4791,6.3,6.25,3,2,4.0662
10472,10473,1.01,Fair,F,VS2,64.8,56.0,4791,6.3,6.25,3,2,4.0662
10473,10474,1.01,Fair,F,VS2,66.1,61.0,4791,6.1,6.04,3,2,4.01227
10474,10475,0.92,Ideal,E,SI1,61.0,55.0,4791,6.27,6.25,2,1,3.8186
10475,10476,1.0,Premium,H,VS2,63.0,59.0,4791,6.43,6.34,3,4,4.02255
10476,10477,1.22,Very Good,J,VS2,61.9,57.0,4793,6.82,6.87,3,6,4.237055000000001
10477,10478,0.93,Premium,G,VS1,62.1,59.0,4793,6.21,6.16,4,3,3.840885
10478,10479,1.01,Very Good,I,SI1,63.5,53.0,4794,6.32,6.4,2,5,4.038600000000001
10479,10480,1.09,Premium,G,SI2,61.1,59.0,4794,6.69,6.63,1,3,4.06926
10480,10481,0.91,Very Good,E,VS2,59.4,59.0,4795,6.3,6.36,3,1,3.76002
10481,10482,0.9,Very Good,E,SI1,61.7,58.0,4795,6.15,6.2,2,1,3.8099750000000006
10482,10483,1.25,Ideal,I,VS2,60.0,57.0,4795,7.07,7.02,3,5,4.226999999999999
10483,10484,0.9,Ideal,F,SI1,61.8,58.0,4795,6.21,6.24,2,2,3.84705
10484,10485,1.01,Premium,F,SI2,62.2,57.0,4796,6.43,6.36,1,2,3.9776899999999995
10485,10486,1.02,Premium,H,SI1,62.0,60.0,4796,6.37,6.4,2,4,3.9587
10486,10487,1.02,Good,H,SI1,63.4,57.0,4796,6.36,6.42,2,4,4.05126
10487,10488,1.02,Very Good,H,SI1,62.9,59.0,4796,6.38,6.41,2,4,4.022455
10488,10489,1.01,Ideal,F,SI2,60.0,57.0,4796,6.55,6.51,1,2,3.9179999999999993
10489,10490,0.9,Fair,D,SI1,64.0,63.0,4796,6.12,6.04,2,0,3.8912
10490,10491,1.05,Very Good,E,SI2,60.5,58.0,4797,6.55,6.6,1,1,3.9778749999999996
10491,10492,1.16,Ideal,H,SI2,61.9,56.0,4797,6.73,6.77,1,4,4.17825
10492,10493,1.04,Ideal,F,SI2,62.2,56.0,4797,6.45,6.48,1,2,4.02123
10493,10494,1.02,Premium,H,SI2,62.6,58.0,4798,6.44,6.4,1,4,4.01892
10494,10495,0.76,Very Good,E,IF,61.9,56.0,4798,5.83,5.85,7,1,3.61496
10495,10496,1.02,Ideal,I,VS1,60.2,57.0,4798,6.56,6.49,4,5,3.9280500000000003
10496,10497,1.0,Fair,E,SI1,65.8,59.0,4798,6.07,6.15,2,1,4.020379999999999
10497,10498,1.02,Fair,D,SI1,66.4,60.0,4798,6.29,6.21,2,0,4.15
10498,10499,1.19,Ideal,H,SI2,61.7,56.0,4798,6.83,6.78,1,4,4.198684999999999
10499,10500,1.12,Premium,G,SI2,60.8,55.0,4798,6.84,6.69,1,3,4.11312
10500,10501,1.02,Ideal,E,SI2,62.9,57.0,4798,6.44,6.38,1,1,4.03189
10501,10502,1.0,Fair,F,SI1,65.4,59.0,4798,6.27,6.2,2,2,4.07769
10502,10503,1.02,Ideal,H,VVS2,60.9,57.0,4798,6.49,6.44,5,4,3.937185
10503,10504,1.02,Ideal,E,SI2,62.1,55.0,4798,6.51,6.4,1,1,4.008555
10504,10505,1.0,Very Good,F,SI1,63.3,61.0,4798,6.31,6.29,2,2,3.9879
10505,10506,1.12,Ideal,G,SI2,62.4,56.0,4798,6.67,6.63,1,3,4.1496
10506,10507,1.02,Ideal,E,SI2,60.3,57.0,4798,6.53,6.5,1,1,3.928545
10507,10508,1.02,Ideal,D,SI1,62.1,53.0,4798,6.43,6.38,2,0,3.9775049999999994
10508,10509,1.01,Very Good,D,SI2,60.5,58.0,4799,6.45,6.5,1,0,3.917375
10509,10510,1.07,Ideal,E,SI2,61.2,56.0,4799,6.63,6.66,1,1,4.066739999999999
10510,10511,1.03,Very Good,H,SI1,60.4,58.0,4800,6.48,6.56,2,4,3.93808
10511,10512,0.63,Very Good,D,IF,59.6,59.0,4800,5.55,5.59,7,0,3.3197200000000002
10512,10513,1.03,Ideal,H,SI1,62.4,56.0,4800,6.45,6.5,2,4,4.0404
10513,10514,0.9,Premium,F,VS2,62.4,58.0,4801,6.15,6.22,3,2,3.85944
10514,10515,0.9,Ideal,F,VS2,62.6,56.0,4801,6.16,6.23,3,2,3.87807
10515,10516,1.04,Ideal,H,SI1,62.1,57.0,4801,6.49,6.52,2,4,4.039605
10516,10517,0.91,Ideal,F,SI1,62.0,57.0,4801,6.22,6.24,2,2,3.8626
10517,10518,0.71,Ideal,E,VVS1,62.0,56.0,4802,5.69,5.73,6,1,3.5402000000000005
10518,10519,1.01,Ideal,G,SI2,61.4,57.0,4803,6.44,6.48,1,3,3.9664400000000004
10519,10520,0.9,Very Good,D,VS2,60.9,62.0,4804,6.11,6.18,3,0,3.7423049999999995
10520,10521,1.04,Ideal,E,SI2,62.0,55.0,4804,6.48,6.51,1,1,4.0269
10521,10522,1.04,Ideal,E,SI2,61.4,56.0,4804,6.5,6.56,1,1,4.0094199999999995
10522,10523,1.01,Very Good,I,SI1,64.4,54.0,4805,6.31,6.4,2,5,4.09262
10523,10524,1.01,Ideal,D,SI2,63.0,54.0,4805,6.43,6.39,1,0,4.0383000000000004
10524,10525,1.01,Premium,G,SI1,60.0,58.0,4805,6.55,6.51,2,3,3.9179999999999993
10525,10526,1.01,Good,D,SI2,63.6,57.0,4805,6.39,6.35,1,0,4.05132
10526,10527,1.0,Good,G,VS1,63.7,60.0,4805,6.38,6.31,4,3,4.041765
10527,10528,1.23,Ideal,I,SI2,60.6,57.0,4805,6.97,6.88,1,5,4.196549999999999
10528,10529,1.0,Premium,E,SI1,59.1,58.0,4805,6.52,6.44,2,1,3.82968
10529,10530,1.01,Premium,G,SI1,60.2,60.0,4805,6.45,6.43,2,3,3.8768799999999994
10530,10531,1.01,Premium,G,SI1,62.1,56.0,4805,6.42,6.36,2,3,3.9681900000000003
10531,10532,1.01,Good,D,SI2,63.6,56.0,4805,6.38,6.33,1,0,4.04178
10532,10533,1.1,Premium,I,SI1,62.7,57.0,4805,6.6,6.55,2,5,4.1225249999999996
10533,10534,1.01,Premium,D,SI2,61.5,56.0,4805,6.46,6.39,1,0,3.9513749999999996
10534,10535,1.0,Premium,E,SI1,62.8,59.0,4805,6.4,6.3,2,1,3.9878
10535,10536,1.0,Very Good,E,SI1,63.4,58.0,4805,6.29,6.26,2,1,3.9783500000000003
10536,10537,1.0,Premium,E,SI1,61.0,61.0,4805,6.45,6.4,2,1,3.9192500000000003
10537,10538,1.01,Good,E,SI2,58.5,61.0,4807,6.51,6.61,1,1,3.8376
10538,10539,1.01,Premium,G,SI1,61.0,58.0,4808,6.53,6.49,2,3,3.9711
10539,10540,1.0,Ideal,E,SI2,62.9,55.0,4808,6.38,6.41,1,1,4.022455
10540,10541,1.0,Ideal,E,SI2,62.2,52.0,4808,6.42,6.47,1,1,4.00879
10541,10542,1.01,Premium,G,SI1,62.7,59.0,4808,6.41,6.35,2,3,4.00026
10542,10543,1.01,Ideal,I,VS1,62.6,56.0,4808,6.42,6.36,4,5,4.00014
10543,10544,1.01,Ideal,E,SI2,62.4,56.0,4808,6.43,6.39,1,1,3.9998400000000003
10544,10545,1.1,Ideal,F,SI2,60.4,55.0,4809,6.73,6.77,1,2,4.077
10545,10546,0.97,Premium,F,SI1,59.9,59.0,4810,6.36,6.39,2,2,3.818625
10546,10547,1.04,Premium,G,SI1,59.2,61.0,4811,6.68,6.63,2,3,3.93976
10547,10548,1.04,Premium,D,SI2,61.6,58.0,4811,6.52,6.46,1,0,3.99784
10548,10549,1.12,Ideal,I,SI1,61.7,58.0,4811,6.66,6.6,2,5,4.09071
10549,10550,1.04,Premium,D,SI2,61.0,59.0,4811,6.54,6.51,1,0,3.9802500000000003
10550,10551,1.24,Ideal,I,SI2,60.7,57.0,4812,6.98,6.92,1,5,4.21865
10551,10552,1.01,Very Good,F,SI1,62.7,56.0,4812,6.37,6.39,2,2,4.00026
10552,10553,1.04,Ideal,H,SI1,59.7,60.0,4812,6.61,6.59,2,4,3.9401999999999995
10553,10554,1.02,Very Good,E,SI1,60.5,63.0,4813,6.48,6.54,2,1,3.9385499999999998
10554,10555,1.16,Premium,H,SI1,59.6,58.0,4814,6.86,6.83,2,4,4.07962
10555,10556,1.08,Ideal,G,SI2,61.8,56.0,4814,6.54,6.6,1,3,4.06026
10556,10557,1.06,Premium,G,SI1,59.6,58.0,4815,6.67,6.73,2,3,3.9932
10557,10558,1.21,Very Good,J,VS2,60.9,58.0,4816,6.86,6.91,3,6,4.192965
10558,10559,1.11,Very Good,G,SI2,58.5,61.0,4816,6.74,6.8,1,3,3.9604499999999994
10559,10560,1.08,Very Good,F,SI1,61.3,57.0,4816,6.62,6.6,2,2,4.05193
10560,10561,1.0,Premium,H,SI1,62.8,58.0,4816,6.38,6.36,2,4,4.00036
10561,10562,0.8,Ideal,F,VS2,61.4,56.0,4816,5.99,6.0,3,2,3.68093
10562,10563,1.01,Good,F,SI1,61.6,63.0,4816,6.42,6.47,2,2,3.97012
10563,10564,1.05,Ideal,F,SI1,61.8,57.0,4816,6.54,6.51,2,2,4.03245
10564,10565,1.0,Premium,G,SI1,60.8,58.0,4816,6.48,6.45,2,3,3.93072
10565,10566,1.0,Premium,H,SI1,58.3,60.0,4816,6.5,6.44,2,4,3.7720100000000003
10566,10567,1.0,Premium,H,SI1,62.4,59.0,4816,6.42,6.37,2,4,3.99048
10567,10568,0.91,Premium,D,SI1,60.2,58.0,4816,6.31,6.28,2,0,3.78959
10568,10569,1.0,Premium,D,SI2,62.4,58.0,4816,6.36,6.33,1,0,3.9592800000000006
10569,10570,0.94,Premium,D,SI1,60.7,60.0,4817,6.32,6.27,2,0,3.821065
10570,10571,1.11,Good,I,VS1,59.2,64.0,4817,6.8,6.77,4,5,4.01672
10571,10572,0.94,Premium,D,SI1,58.4,58.0,4817,6.51,6.41,2,0,3.7726399999999995
10572,10573,1.02,Premium,D,SI2,62.5,59.0,4818,6.38,6.43,1,0,4.003125
10573,10574,0.9,Ideal,D,SI1,62.6,55.0,4819,6.1,6.16,2,0,3.83738
10574,10575,1.03,Good,I,VS2,60.0,62.0,4819,6.51,6.55,3,5,3.9179999999999993
10575,10576,1.02,Premium,H,SI1,58.3,59.0,4819,6.68,6.59,2,4,3.8682049999999997
10576,10577,1.02,Ideal,H,SI1,58.8,57.0,4819,6.66,6.6,2,4,3.89844
10577,10578,1.02,Premium,H,SI1,61.2,57.0,4819,6.54,6.5,2,4,3.9902399999999996
10578,10579,1.23,Ideal,F,SI2,62.1,57.0,4819,6.83,6.8,1,2,4.232114999999999
10579,10580,1.16,Premium,F,SI2,61.2,61.0,4820,6.77,6.74,1,2,4.13406
10580,10581,1.01,Very Good,D,SI1,59.1,61.0,4821,6.46,6.5,2,0,3.82968
10581,10582,1.01,Very Good,H,VS2,62.2,56.0,4821,6.35,6.44,3,4,3.9776899999999995
10582,10583,1.01,Very Good,H,VS2,62.6,61.0,4821,6.35,6.4,3,4,3.99075
10583,10584,1.01,Very Good,H,VS2,62.5,57.0,4821,6.37,6.44,3,4,4.003125
10584,10585,1.01,Ideal,H,VS2,62.3,57.0,4821,6.35,6.4,3,4,3.971625
10585,10586,1.01,Very Good,D,SI1,62.7,58.0,4821,6.34,6.38,2,0,3.9877199999999995
10586,10587,1.01,Good,D,SI1,64.1,60.0,4821,6.27,6.3,2,0,4.028684999999999
10587,10588,0.91,Ideal,E,SI2,62.4,57.0,4821,6.17,6.21,1,1,3.8625599999999998
10588,10589,0.91,Good,F,VS1,63.5,56.0,4823,6.14,6.18,4,2,3.9116
10589,10590,0.91,Very Good,E,VS2,61.6,58.0,4823,6.18,6.2,3,1,3.8130399999999995
10590,10591,0.91,Very Good,E,VS2,62.9,55.0,4823,6.13,6.17,3,1,3.8683500000000004
10591,10592,0.91,Very Good,E,VS2,58.4,63.0,4823,6.31,6.32,3,1,3.6879599999999995
10592,10593,0.91,Very Good,E,VS2,62.8,59.0,4823,6.15,6.17,3,1,3.86848
10593,10594,0.91,Good,E,VS2,56.3,64.0,4823,6.37,6.42,3,1,3.6003849999999993
10594,10595,1.02,Ideal,E,SI2,61.6,55.0,4824,6.46,6.52,1,1,3.99784
10595,10596,1.07,Very Good,E,SI2,61.6,56.0,4824,6.54,6.6,1,1,4.0471200000000005
10596,10597,1.21,Good,J,SI2,61.1,60.8,4824,6.83,6.89,1,6,4.191459999999999
10597,10598,1.0,Good,G,SI1,63.9,60.0,4824,6.27,6.22,2,3,3.9905549999999996
10598,10599,1.0,Ideal,G,SI1,62.7,56.0,4824,6.39,6.36,2,3,3.997125
10599,10600,1.29,Fair,F,SI2,64.4,57.0,4824,6.85,6.79,1,2,4.39208
10600,10601,1.01,Ideal,H,SI2,62.0,57.0,4825,6.4,6.43,1,4,3.9773
10601,10602,1.01,Ideal,I,SI1,61.2,56.0,4825,6.48,6.51,2,5,3.97494
10602,10603,0.98,Very Good,H,VS2,59.9,60.0,4826,6.45,6.38,3,4,3.8425849999999997
10603,10604,1.17,Very Good,I,SI1,62.6,58.0,4826,6.64,6.71,2,5,4.1785499999999995
10604,10605,1.17,Very Good,H,SI2,62.7,56.0,4826,6.68,6.74,1,4,4.20717
10605,10606,1.17,Good,H,SI2,63.8,58.0,4826,6.57,6.73,1,4,4.2427
10606,10607,1.08,Premium,H,SI1,62.6,56.0,4826,6.58,6.52,2,4,4.1003
10607,10608,1.39,Premium,I,SI2,61.9,59.0,4826,7.15,7.11,1,5,4.41347
10608,10609,1.1,Very Good,H,SI1,61.6,56.0,4827,6.61,6.66,2,4,4.08716
10609,10610,1.1,Ideal,H,SI1,60.2,56.0,4827,6.74,6.82,2,4,4.08156
10610,10611,1.0,Very Good,G,SI1,59.3,63.0,4827,6.48,6.44,2,3,3.8307800000000003
10611,10612,1.02,Premium,H,VS1,62.1,57.0,4827,6.46,6.42,4,4,3.9992399999999995
10612,10613,1.04,Good,F,SI1,63.1,57.0,4828,6.36,6.41,2,2,4.028935
10613,10614,1.2,Good,G,SI1,63.5,60.0,4828,6.68,6.74,2,3,4.2608500000000005
10614,10615,1.01,Ideal,F,SI1,62.3,57.0,4829,6.4,6.44,2,2,3.99966
10615,10616,1.01,Premium,F,SI1,60.3,58.0,4829,6.53,6.61,2,2,3.96171
10616,10617,1.06,Ideal,H,SI2,62.5,57.1,4829,6.46,6.5,1,4,4.050000000000001
10617,10618,1.12,Ideal,I,SI1,62.0,56.0,4829,6.69,6.64,2,5,4.1323
10618,10619,1.1,Ideal,E,SI2,61.6,57.0,4829,6.68,6.64,1,1,4.10256
10619,10620,1.1,Premium,E,SI2,60.7,58.0,4829,6.77,6.65,1,1,4.07297
10620,10621,1.0,Fair,F,VS2,64.7,59.0,4829,6.22,6.15,3,2,4.001695000000001
10621,10622,1.22,Premium,H,SI1,61.0,59.0,4829,6.92,6.86,2,4,4.2029000000000005
10622,10623,1.0,Ideal,E,SI2,61.8,57.0,4829,6.43,6.39,1,1,3.96138
10623,10624,1.07,Premium,H,VS2,58.9,58.0,4830,6.7,6.65,3,4,3.931575
10624,10625,1.07,Ideal,H,SI1,62.0,57.0,4830,6.51,6.56,2,4,4.0517
10625,10626,1.0,Very Good,H,SI1,62.8,56.0,4830,6.33,6.37,2,4,3.9878
10626,10627,1.0,Very Good,H,SI1,62.2,59.0,4830,6.32,6.35,2,4,3.94037
10627,10628,0.73,Ideal,E,VVS1,62.0,56.0,4830,5.75,5.79,6,1,3.5774
10628,10629,1.2,Ideal,J,SI1,62.3,56.0,4830,6.77,6.81,2,6,4.230169999999999
10629,10630,1.15,Premium,H,SI2,61.6,60.0,4830,6.75,6.72,1,4,4.148759999999999
10630,10631,1.15,Premium,I,SI1,62.2,59.0,4830,6.75,6.68,2,5,4.17673
10631,10632,1.15,Ideal,H,SI2,62.0,57.0,4830,6.75,6.66,1,4,4.1571
10632,10633,1.01,Very Good,E,SI1,63.2,59.0,4830,6.28,6.25,2,1,3.9594800000000006
10633,10634,1.15,Premium,H,SI2,62.0,58.0,4830,6.7,6.66,1,4,4.1415999999999995
10634,10635,1.22,Premium,I,SI2,62.3,58.0,4831,6.8,6.85,1,5,4.251975
10635,10636,1.2,Very Good,H,SI2,60.7,60.0,4831,6.81,6.89,1,4,4.15795
10636,10637,1.2,Ideal,J,SI1,61.6,57.0,4831,6.79,6.87,2,6,4.20728
10637,10638,1.01,Ideal,E,SI2,61.9,56.0,4832,6.43,6.46,1,1,3.989455
10638,10639,1.07,Good,H,SI1,58.1,60.0,4832,6.72,6.78,2,4,3.92175
10639,10640,1.1,Premium,F,SI2,62.6,57.0,4832,6.6,6.56,1,2,4.11908
10640,10641,1.02,Ideal,F,SI2,61.8,57.0,4832,6.49,6.43,1,2,3.99228
10641,10642,0.9,Premium,E,VS2,62.1,55.0,4833,6.23,6.14,3,1,3.840885
10642,10643,0.93,Premium,G,VS2,62.2,59.0,4834,6.21,6.26,3,3,3.8781699999999995
10643,10644,1.11,Very Good,G,VS2,63.4,56.0,4834,6.62,6.54,3,3,4.1717200000000005
10644,10645,1.03,Very Good,H,SI1,60.8,60.0,4836,6.47,6.5,2,4,3.9428799999999997
10645,10646,1.04,Ideal,I,SI1,61.7,55.0,4836,6.5,6.54,2,5,4.0228399999999995
10646,10647,1.01,Very Good,H,SI1,63.1,59.0,4836,6.36,6.32,2,4,4.00054
10647,10648,1.01,Very Good,H,SI1,63.4,59.0,4836,6.34,6.28,2,4,4.00054
10648,10649,1.01,Good,H,SI1,63.7,60.0,4836,6.35,6.3,2,4,4.029025
10649,10650,1.01,Premium,H,SI1,60.0,62.0,4836,6.51,6.45,2,4,3.888
10650,10651,1.01,Ideal,H,SI1,62.2,57.0,4836,6.43,6.37,2,4,3.9808000000000003
10651,10652,1.01,Premium,H,SI1,62.4,60.0,4836,6.36,6.33,2,4,3.9592800000000006
10652,10653,1.27,Premium,I,SI2,62.0,60.0,4836,6.91,6.86,1,5,4.2687
10653,10654,1.01,Ideal,H,SI1,62.6,55.0,4836,6.43,6.39,2,4,4.01266
10654,10655,1.01,Ideal,D,SI2,60.5,57.0,4837,6.53,6.6,1,0,3.9718249999999995
10655,10656,1.15,Ideal,G,SI2,62.3,56.0,4838,6.67,6.75,1,3,4.18033
